Week,Airports,Class,Passengers
7662,MEL-BNE,Economy,5569
7669,MEL-BNE,Economy,5830
7676,MEL-BNE,Economy,5767
7683,MEL-BNE,Economy,5531
7690,MEL-BNE,Economy,4589
7697,MEL-BNE,Economy,4728
7704,MEL-BNE,Economy,4488
7711,MEL-BNE,Economy,4198
7718,MEL-BNE,Economy,4729
7725,MEL-BNE,Economy,4375
7732,MEL-BNE,Economy,4349
7739,MEL-BNE,Economy,5006
7746,MEL-BNE,Economy,4571
7753,MEL-BNE,Economy,4585
7760,MEL-BNE,Economy,4989
7767,MEL-BNE,Economy,5371
7774,MEL-BNE,Economy,5329
7781,MEL-BNE,Economy,5349
7788,MEL-BNE,Economy,4427
7795,MEL-BNE,Economy,4840
7802,MEL-BNE,Economy,4545
7809,MEL-BNE,Economy,4261
7816,MEL-BNE,Economy,4860
7823,MEL-BNE,Economy,5379
7830,MEL-BNE,Economy,4852
7837,MEL-BNE,Economy,5415
7844,MEL-BNE,Economy,6099
7851,MEL-BNE,Economy,6954
7858,MEL-BNE,Economy,6812
7865,MEL-BNE,Economy,6075
7872,MEL-BNE,Economy,5107
7879,MEL-BNE,Economy,5609
7886,MEL-BNE,Economy,6115
7893,MEL-BNE,Economy,5985
7900,MEL-BNE,Economy,6318
7907,MEL-BNE,Economy,6483
7914,MEL-BNE,Economy,6918
7921,MEL-BNE,Economy,8444
7928,MEL-BNE,Economy,8066
7935,MEL-BNE,Economy,7675
7942,MEL-BNE,Economy,7320
7949,MEL-BNE,Economy,7128
7956,MEL-BNE,Economy,7418
7963,MEL-BNE,Economy,6560
7970,MEL-BNE,Economy,6141
7977,MEL-BNE,Economy,6641
7984,MEL-BNE,Economy,6915
7991,MEL-BNE,Economy,6870
7998,MEL-BNE,Economy,6767
8005,MEL-BNE,Economy,6905
8012,MEL-BNE,Economy,7062
8019,MEL-BNE,Economy,8605
8026,MEL-BNE,Economy,7494
8033,MEL-BNE,Economy,7792
8040,MEL-BNE,Economy,7700
8047,MEL-BNE,Economy,7052
8054,MEL-BNE,Economy,6054
8061,MEL-BNE,Economy,6076
8068,MEL-BNE,Economy,5529
8075,MEL-BNE,Economy,6017
8082,MEL-BNE,Economy,5972
8089,MEL-BNE,Economy,5524
8096,MEL-BNE,Economy,5841
8103,MEL-BNE,Economy,6105
8110,MEL-BNE,Economy,4919
8117,MEL-BNE,Economy,4657
8124,MEL-BNE,Economy,4863
8131,MEL-BNE,Economy,5045
8138,MEL-BNE,Economy,5246
8145,MEL-BNE,Economy,5661
8152,MEL-BNE,Economy,5539
8159,MEL-BNE,Economy,5426
8166,MEL-BNE,Economy,5468
8173,MEL-BNE,Economy,5560
8180,MEL-BNE,Economy,5961
8187,MEL-BNE,Economy,5659
8194,MEL-BNE,Economy,6400
8201,MEL-BNE,Economy,7072
8208,MEL-BNE,Economy,7932
8215,MEL-BNE,Economy,7950
8222,MEL-BNE,Economy,8125
8229,MEL-BNE,Economy,7714
8236,MEL-BNE,Economy,7047
8243,MEL-BNE,Economy,7441
8250,MEL-BNE,Economy,7469
8257,MEL-BNE,Economy,7065
8264,MEL-BNE,Economy,7339
8271,MEL-BNE,Economy,6978
8278,MEL-BNE,Economy,6984
8285,MEL-BNE,Economy,8475
8292,MEL-BNE,Economy,7960
8299,MEL-BNE,Economy,9532
8306,MEL-BNE,Economy,8400
8313,MEL-BNE,Economy,8131
8320,MEL-BNE,Economy,7492
8327,MEL-BNE,Economy,7709
8334,MEL-BNE,Economy,7134
8341,MEL-BNE,Economy,7291
8348,MEL-BNE,Economy,7372
8355,MEL-BNE,Economy,7475
6381,MEL-BNE,First,210
6388,MEL-BNE,First,251
6395,MEL-BNE,First,301
6402,MEL-BNE,First,261
6409,MEL-BNE,First,336
6416,MEL-BNE,First,256
6423,MEL-BNE,First,258
6430,MEL-BNE,First,253
6437,MEL-BNE,First,295
6444,MEL-BNE,First,287
6451,MEL-BNE,First,342
6458,MEL-BNE,First,245
6472,MEL-BNE,First,273
6479,MEL-BNE,First,272
6486,MEL-BNE,First,259
6493,MEL-BNE,First,290
6500,MEL-BNE,First,288
6507,MEL-BNE,First,227
6514,MEL-BNE,First,313
6521,MEL-BNE,First,277
6528,MEL-BNE,First,346
6535,MEL-BNE,First,323
6542,MEL-BNE,First,270
6549,MEL-BNE,First,214
6556,MEL-BNE,First,145
6563,MEL-BNE,First,109
6570,MEL-BNE,First,126
6577,MEL-BNE,First,188
6584,MEL-BNE,First,197
6591,MEL-BNE,First,201
6598,MEL-BNE,First,238
6605,MEL-BNE,First,241
6612,MEL-BNE,First,247
6619,MEL-BNE,First,195
6626,MEL-BNE,First,289
6633,MEL-BNE,First,274
6640,MEL-BNE,First,265
6647,MEL-BNE,First,294
6654,MEL-BNE,First,239
6661,MEL-BNE,First,177
6668,MEL-BNE,First,237
6675,MEL-BNE,First,307
6682,MEL-BNE,First,289
6689,MEL-BNE,First,293
6696,MEL-BNE,First,333
6703,MEL-BNE,First,363
6710,MEL-BNE,First,293
6717,MEL-BNE,First,250
6724,MEL-BNE,First,295
6731,MEL-BNE,First,239
6738,MEL-BNE,First,212
6745,MEL-BNE,First,280
6752,MEL-BNE,First,262
6759,MEL-BNE,First,378
6766,MEL-BNE,First,308
6773,MEL-BNE,First,319
6780,MEL-BNE,First,243
6787,MEL-BNE,First,287
6794,MEL-BNE,First,373
6801,MEL-BNE,First,328
6808,MEL-BNE,First,309
6815,MEL-BNE,First,359
6822,MEL-BNE,First,329
6829,MEL-BNE,First,306
6836,MEL-BNE,First,309
6843,MEL-BNE,First,212
6850,MEL-BNE,First,241
6857,MEL-BNE,First,242
6864,MEL-BNE,First,314
6871,MEL-BNE,First,271
6878,MEL-BNE,First,303
6885,MEL-BNE,First,287
6892,MEL-BNE,First,290
6899,MEL-BNE,First,295
6906,MEL-BNE,First,292
6913,MEL-BNE,First,321
6920,MEL-BNE,First,203
6927,MEL-BNE,First,82
6934,MEL-BNE,First,180
6941,MEL-BNE,First,142
6948,MEL-BNE,First,216
6955,MEL-BNE,First,231
6962,MEL-BNE,First,252
6969,MEL-BNE,First,303
6976,MEL-BNE,First,344
6983,MEL-BNE,First,259
6990,MEL-BNE,First,299
6997,MEL-BNE,First,288
7004,MEL-BNE,First,346
7011,MEL-BNE,First,321
7018,MEL-BNE,First,204
7025,MEL-BNE,First,369
7032,MEL-BNE,First,353
7039,MEL-BNE,First,344
7046,MEL-BNE,First,279
7053,MEL-BNE,First,294
7060,MEL-BNE,First,307
7067,MEL-BNE,First,308
7074,MEL-BNE,First,309
7081,MEL-BNE,First,299
7088,MEL-BNE,First,311
7095,MEL-BNE,First,275
7102,MEL-BNE,First,296
7109,MEL-BNE,First,309
7116,MEL-BNE,First,325
7123,MEL-BNE,First,278
7130,MEL-BNE,First,212
7137,MEL-BNE,First,297
7144,MEL-BNE,First,220
7151,MEL-BNE,First,286
7158,MEL-BNE,First,236
7165,MEL-BNE,First,104
7172,MEL-BNE,First,0
7179,MEL-BNE,First,0
7186,MEL-BNE,First,0
7193,MEL-BNE,First,0
7200,MEL-BNE,First,0
7207,MEL-BNE,First,0
7214,MEL-BNE,First,0
7221,MEL-BNE,First,12
7228,MEL-BNE,First,23
7235,MEL-BNE,First,50
7242,MEL-BNE,First,28
7249,MEL-BNE,First,30
7256,MEL-BNE,First,24
7263,MEL-BNE,First,25
7270,MEL-BNE,First,37
7277,MEL-BNE,First,20
7284,MEL-BNE,First,34
7291,MEL-BNE,First,12
7298,MEL-BNE,First,87
7305,MEL-BNE,First,101
7312,MEL-BNE,First,143
7319,MEL-BNE,First,96
7326,MEL-BNE,First,111
7333,MEL-BNE,First,118
7340,MEL-BNE,First,155
7347,MEL-BNE,First,123
7354,MEL-BNE,First,108
7361,MEL-BNE,First,199
7368,MEL-BNE,First,198
7375,MEL-BNE,First,204
7382,MEL-BNE,First,236
7389,MEL-BNE,First,233
7396,MEL-BNE,First,195
7403,MEL-BNE,First,168
7410,MEL-BNE,First,161
7417,MEL-BNE,First,251
7424,MEL-BNE,First,210
7431,MEL-BNE,First,219
7438,MEL-BNE,First,213
7445,MEL-BNE,First,219
7452,MEL-BNE,First,210
7459,MEL-BNE,First,187
7466,MEL-BNE,First,238
7473,MEL-BNE,First,194
7480,MEL-BNE,First,180
7487,MEL-BNE,First,185
7494,MEL-BNE,First,189
7501,MEL-BNE,First,189
7508,MEL-BNE,First,177
7515,MEL-BNE,First,223
7522,MEL-BNE,First,189
7529,MEL-BNE,First,156
7536,MEL-BNE,First,203
7543,MEL-BNE,First,195
7550,MEL-BNE,First,213
7557,MEL-BNE,First,181
7564,MEL-BNE,First,171
7571,MEL-BNE,First,243
7578,MEL-BNE,First,194
7585,MEL-BNE,First,233
7592,MEL-BNE,First,226
7599,MEL-BNE,First,212
7606,MEL-BNE,First,185
7613,MEL-BNE,First,182
7620,MEL-BNE,First,187
7627,MEL-BNE,First,225
7634,MEL-BNE,First,186
7641,MEL-BNE,First,162
7648,MEL-BNE,First,164
7655,MEL-BNE,First,85
7662,MEL-BNE,First,110
7669,MEL-BNE,First,101
7676,MEL-BNE,First,136
7683,MEL-BNE,First,187
7690,MEL-BNE,First,109
7697,MEL-BNE,First,144
7704,MEL-BNE,First,199
7711,MEL-BNE,First,133
7718,MEL-BNE,First,149
7725,MEL-BNE,First,158
7732,MEL-BNE,First,147
7739,MEL-BNE,First,170
7746,MEL-BNE,First,150
7753,MEL-BNE,First,161
7760,MEL-BNE,First,160
7767,MEL-BNE,First,167
7774,MEL-BNE,First,149
7781,MEL-BNE,First,204
7788,MEL-BNE,First,136
7795,MEL-BNE,First,129
7802,MEL-BNE,First,172
7809,MEL-BNE,First,139
7816,MEL-BNE,First,127
7823,MEL-BNE,First,125
7830,MEL-BNE,First,109
7837,MEL-BNE,First,165
7844,MEL-BNE,First,161
7851,MEL-BNE,First,158
7858,MEL-BNE,First,187
7865,MEL-BNE,First,147
7872,MEL-BNE,First,127
7879,MEL-BNE,First,140
7886,MEL-BNE,First,146
7893,MEL-BNE,First,181
7900,MEL-BNE,First,195
7907,MEL-BNE,First,146
7914,MEL-BNE,First,195
7921,MEL-BNE,First,178
7928,MEL-BNE,First,238
7935,MEL-BNE,First,149
7942,MEL-BNE,First,189
7949,MEL-BNE,First,158
7956,MEL-BNE,First,158
7963,MEL-BNE,First,174
7970,MEL-BNE,First,171
7977,MEL-BNE,First,178
7984,MEL-BNE,First,174
7991,MEL-BNE,First,155
7998,MEL-BNE,First,151
8005,MEL-BNE,First,193
8012,MEL-BNE,First,154
8019,MEL-BNE,First,51
8026,MEL-BNE,First,58
8033,MEL-BNE,First,126
8040,MEL-BNE,First,100
8047,MEL-BNE,First,134
8054,MEL-BNE,First,125
8061,MEL-BNE,First,306
8068,MEL-BNE,First,343
8075,MEL-BNE,First,421
8082,MEL-BNE,First,356
8089,MEL-BNE,First,359
8096,MEL-BNE,First,344
8103,MEL-BNE,First,408
8110,MEL-BNE,First,435
8117,MEL-BNE,First,347
8124,MEL-BNE,First,386
8131,MEL-BNE,First,346
8138,MEL-BNE,First,300
8145,MEL-BNE,First,372
8152,MEL-BNE,First,358
8159,MEL-BNE,First,390
8166,MEL-BNE,First,388
8173,MEL-BNE,First,393
8180,MEL-BNE,First,315
8187,MEL-BNE,First,372
8194,MEL-BNE,First,288
8201,MEL-BNE,First,315
8208,MEL-BNE,First,316
8215,MEL-BNE,First,343
8222,MEL-BNE,First,323
8229,MEL-BNE,First,271
8236,MEL-BNE,First,298
8243,MEL-BNE,First,327
8250,MEL-BNE,First,319
8257,MEL-BNE,First,291
8264,MEL-BNE,First,352
8271,MEL-BNE,First,340
8278,MEL-BNE,First,352
8285,MEL-BNE,First,306
8292,MEL-BNE,First,325
8299,MEL-BNE,First,336
8306,MEL-BNE,First,326
8313,MEL-BNE,First,315
8320,MEL-BNE,First,330
8327,MEL-BNE,First,308
8334,MEL-BNE,First,296
8341,MEL-BNE,First,310
8348,MEL-BNE,First,299
8355,MEL-BNE,First,328
7130,MEL-OOL,Business,31
7137,MEL-OOL,Business,54
7144,MEL-OOL,Business,47
7151,MEL-OOL,Business,57
7158,MEL-OOL,Business,72
7165,MEL-OOL,Business,70
7172,MEL-OOL,Business,0
7179,MEL-OOL,Business,0
7186,MEL-OOL,Business,0
7193,MEL-OOL,Business,0
7200,MEL-OOL,Business,0
7207,MEL-OOL,Business,0
7214,MEL-OOL,Business,0
7221,MEL-OOL,Business,0
7228,MEL-OOL,Business,0
7242,MEL-OOL,Business,0
7249,MEL-OOL,Business,0
7256,MEL-OOL,Business,0
7263,MEL-OOL,Business,0
7270,MEL-OOL,Business,6
7277,MEL-OOL,Business,0
7284,MEL-OOL,Business,10
7291,MEL-OOL,Business,31
7298,MEL-OOL,Business,14
7305,MEL-OOL,Business,69
7312,MEL-OOL,Business,20
7319,MEL-OOL,Business,15
7326,MEL-OOL,Business,27
7333,MEL-OOL,Business,19
7340,MEL-OOL,Business,30
7347,MEL-OOL,Business,29
7354,MEL-OOL,Business,15
7361,MEL-OOL,Business,49
7368,MEL-OOL,Business,45
7375,MEL-OOL,Business,35
7382,MEL-OOL,Business,49
7389,MEL-OOL,Business,25
7396,MEL-OOL,Business,68
7403,MEL-OOL,Business,64
7410,MEL-OOL,Business,52
7417,MEL-OOL,Business,54
7424,MEL-OOL,Business,33
7431,MEL-OOL,Business,23
7438,MEL-OOL,Business,41
7445,MEL-OOL,Business,50
7452,MEL-OOL,Business,44
7459,MEL-OOL,Business,53
7466,MEL-OOL,Business,55
7473,MEL-OOL,Business,30
7480,MEL-OOL,Business,51
7487,MEL-OOL,Business,59
7494,MEL-OOL,Business,80
7501,MEL-OOL,Business,49
7508,MEL-OOL,Business,38
7515,MEL-OOL,Business,47
7522,MEL-OOL,Business,54
7529,MEL-OOL,Business,57
7536,MEL-OOL,Business,57
7543,MEL-OOL,Business,35
7550,MEL-OOL,Business,41
7557,MEL-OOL,Business,62
7564,MEL-OOL,Business,75
7571,MEL-OOL,Business,58
7578,MEL-OOL,Business,86
7585,MEL-OOL,Business,49
7592,MEL-OOL,Business,24
7599,MEL-OOL,Business,71
7606,MEL-OOL,Business,71
7613,MEL-OOL,Business,60
7620,MEL-OOL,Business,31
7627,MEL-OOL,Business,27
7634,MEL-OOL,Business,55
7641,MEL-OOL,Business,41
7648,MEL-OOL,Business,62
7655,MEL-OOL,Business,50
7662,MEL-OOL,Business,117
7669,MEL-OOL,Business,45
7676,MEL-OOL,Business,61
7683,MEL-OOL,Business,51
7690,MEL-OOL,Business,40
7697,MEL-OOL,Business,30
7704,MEL-OOL,Business,19
7711,MEL-OOL,Business,30
7718,MEL-OOL,Business,38
7725,MEL-OOL,Business,45
7732,MEL-OOL,Business,62
7739,MEL-OOL,Business,38
7746,MEL-OOL,Business,66
7753,MEL-OOL,Business,55
7760,MEL-OOL,Business,47
7767,MEL-OOL,Business,50
7774,MEL-OOL,Business,27
7781,MEL-OOL,Business,41
7788,MEL-OOL,Business,44
7795,MEL-OOL,Business,30
7802,MEL-OOL,Business,51
7809,MEL-OOL,Business,29
7816,MEL-OOL,Business,53
7823,MEL-OOL,Business,50
7830,MEL-OOL,Business,30
7837,MEL-OOL,Business,25
7844,MEL-OOL,Business,43
7851,MEL-OOL,Business,56
7858,MEL-OOL,Business,33
7865,MEL-OOL,Business,42
7872,MEL-OOL,Business,50
7879,MEL-OOL,Business,36
7886,MEL-OOL,Business,24
7893,MEL-OOL,Business,14
7900,MEL-OOL,Business,30
7907,MEL-OOL,Business,36
7914,MEL-OOL,Business,25
7921,MEL-OOL,Business,36
7928,MEL-OOL,Business,76
7935,MEL-OOL,Business,53
7942,MEL-OOL,Business,78
7949,MEL-OOL,Business,59
7956,MEL-OOL,Business,60
7963,MEL-OOL,Business,57
7970,MEL-OOL,Business,27
7977,MEL-OOL,Business,52
7984,MEL-OOL,Business,34
7991,MEL-OOL,Business,42
7998,MEL-OOL,Business,20
8005,MEL-OOL,Business,27
8012,MEL-OOL,Business,32
8019,MEL-OOL,Business,49
8026,MEL-OOL,Business,57
8033,MEL-OOL,Business,41
8040,MEL-OOL,Business,53
8047,MEL-OOL,Business,37
8054,MEL-OOL,Business,31
8061,MEL-OOL,Business,25
8068,MEL-OOL,Business,31
8075,MEL-OOL,Business,35
8082,MEL-OOL,Business,15
8089,MEL-OOL,Business,42
8096,MEL-OOL,Business,30
8103,MEL-OOL,Business,91
8110,MEL-OOL,Business,95
8117,MEL-OOL,Business,125
8124,MEL-OOL,Business,208
8131,MEL-OOL,Business,251
8138,MEL-OOL,Business,241
8145,MEL-OOL,Business,140
8152,MEL-OOL,Business,80
8159,MEL-OOL,Business,100
8166,MEL-OOL,Business,117
8173,MEL-OOL,Business,150
8180,MEL-OOL,Business,220
8187,MEL-OOL,Business,161
8194,MEL-OOL,Business,94
8201,MEL-OOL,Business,66
8208,MEL-OOL,Business,99
8215,MEL-OOL,Business,182
8222,MEL-OOL,Business,111
8229,MEL-OOL,Business,105
8236,MEL-OOL,Business,59
8243,MEL-OOL,Business,49
8250,MEL-OOL,Business,60
8257,MEL-OOL,Business,82
8264,MEL-OOL,Business,88
8271,MEL-OOL,Business,63
8278,MEL-OOL,Business,72
8285,MEL-OOL,Business,75
8292,MEL-OOL,Business,67
8299,MEL-OOL,Business,70
8306,MEL-OOL,Business,99
8313,MEL-OOL,Business,95
8320,MEL-OOL,Business,100
8327,MEL-OOL,Business,56
8334,MEL-OOL,Business,69
8341,MEL-OOL,Business,69
8348,MEL-OOL,Business,70
8355,MEL-OOL,Business,52
6381,MEL-OOL,Economy,2472
6388,MEL-OOL,Economy,2899
6395,MEL-OOL,Economy,2639
6402,MEL-OOL,Economy,1977
6409,MEL-OOL,Economy,1988
6416,MEL-OOL,Economy,1938
6423,MEL-OOL,Economy,2205
6430,MEL-OOL,Economy,2209
6437,MEL-OOL,Economy,2626
6444,MEL-OOL,Economy,2317
6451,MEL-OOL,Economy,3174
6458,MEL-OOL,Economy,5017
6472,MEL-OOL,Economy,4128
6479,MEL-OOL,Economy,3332
6486,MEL-OOL,Economy,2697
6493,MEL-OOL,Economy,2543
6500,MEL-OOL,Economy,2665
6507,MEL-OOL,Economy,2498
6514,MEL-OOL,Economy,1985
6521,MEL-OOL,Economy,1988
6528,MEL-OOL,Economy,2216
6535,MEL-OOL,Economy,1831
6542,MEL-OOL,Economy,1640
6549,MEL-OOL,Economy,1841
6556,MEL-OOL,Economy,4072
6563,MEL-OOL,Economy,3857
6570,MEL-OOL,Economy,3307
6577,MEL-OOL,Economy,4448
6584,MEL-OOL,Economy,4029
6591,MEL-OOL,Economy,2978
6598,MEL-OOL,Economy,2218
6605,MEL-OOL,Economy,2151
6612,MEL-OOL,Economy,2181
6619,MEL-OOL,Economy,1721
6626,MEL-OOL,Economy,1821
6633,MEL-OOL,Economy,1866
6640,MEL-OOL,Economy,1582
6647,MEL-OOL,Economy,1818
6654,MEL-OOL,Economy,3020
6661,MEL-OOL,Economy,2549
6668,MEL-OOL,Economy,2232
6675,MEL-OOL,Economy,1270
6682,MEL-OOL,Economy,1638
6689,MEL-OOL,Economy,1801
6696,MEL-OOL,Economy,1777
6703,MEL-OOL,Economy,1985
6710,MEL-OOL,Economy,1824
6717,MEL-OOL,Economy,1737
6724,MEL-OOL,Economy,1810
6731,MEL-OOL,Economy,1916
6738,MEL-OOL,Economy,3293
6745,MEL-OOL,Economy,3108
6752,MEL-OOL,Economy,3656
6759,MEL-OOL,Economy,3298
6766,MEL-OOL,Economy,2824
6773,MEL-OOL,Economy,2651
6780,MEL-OOL,Economy,2749
6787,MEL-OOL,Economy,2914
6794,MEL-OOL,Economy,3162
6801,MEL-OOL,Economy,3277
6808,MEL-OOL,Economy,2943
6815,MEL-OOL,Economy,4000
6822,MEL-OOL,Economy,4835
6829,MEL-OOL,Economy,4295
6836,MEL-OOL,Economy,4207
6843,MEL-OOL,Economy,3436
6850,MEL-OOL,Economy,2615
6857,MEL-OOL,Economy,2689
6864,MEL-OOL,Economy,2309
6871,MEL-OOL,Economy,1981
6878,MEL-OOL,Economy,2101
6885,MEL-OOL,Economy,1981
6892,MEL-OOL,Economy,1854
6899,MEL-OOL,Economy,1653
6906,MEL-OOL,Economy,1501
6913,MEL-OOL,Economy,1632
6920,MEL-OOL,Economy,2851
6927,MEL-OOL,Economy,3405
6934,MEL-OOL,Economy,4212
6941,MEL-OOL,Economy,4180
6948,MEL-OOL,Economy,3747
6955,MEL-OOL,Economy,2867
6962,MEL-OOL,Economy,2181
6969,MEL-OOL,Economy,1651
6976,MEL-OOL,Economy,1777
6983,MEL-OOL,Economy,1441
6990,MEL-OOL,Economy,1575
6997,MEL-OOL,Economy,1386
7004,MEL-OOL,Economy,1755
7011,MEL-OOL,Economy,2816
7018,MEL-OOL,Economy,2553
7025,MEL-OOL,Economy,2493
7032,MEL-OOL,Economy,1725
7039,MEL-OOL,Economy,1354
7046,MEL-OOL,Economy,1149
7053,MEL-OOL,Economy,1523
7060,MEL-OOL,Economy,1143
7067,MEL-OOL,Economy,1057
7074,MEL-OOL,Economy,1281
7081,MEL-OOL,Economy,1224
7088,MEL-OOL,Economy,1535
7095,MEL-OOL,Economy,1694
7102,MEL-OOL,Economy,2107
7109,MEL-OOL,Economy,2876
7116,MEL-OOL,Economy,3432
7123,MEL-OOL,Economy,2782
7130,MEL-OOL,Economy,1856
7137,MEL-OOL,Economy,1939
7144,MEL-OOL,Economy,1754
7151,MEL-OOL,Economy,1717
7158,MEL-OOL,Economy,1858
7165,MEL-OOL,Economy,855
7172,MEL-OOL,Economy,0
7179,MEL-OOL,Economy,0
7186,MEL-OOL,Economy,0
7193,MEL-OOL,Economy,0
7200,MEL-OOL,Economy,0
7207,MEL-OOL,Economy,0
7214,MEL-OOL,Economy,0
7221,MEL-OOL,Economy,0
7228,MEL-OOL,Economy,0
7235,MEL-OOL,Economy,0
7242,MEL-OOL,Economy,0
7249,MEL-OOL,Economy,0
7256,MEL-OOL,Economy,0
7263,MEL-OOL,Economy,186
7270,MEL-OOL,Economy,548
7277,MEL-OOL,Economy,840
7284,MEL-OOL,Economy,2258
7291,MEL-OOL,Economy,2415
7298,MEL-OOL,Economy,2414
7305,MEL-OOL,Economy,2887
7312,MEL-OOL,Economy,2681
7319,MEL-OOL,Economy,2536
7326,MEL-OOL,Economy,1985
7333,MEL-OOL,Economy,1414
7340,MEL-OOL,Economy,1563
7347,MEL-OOL,Economy,1354
7354,MEL-OOL,Economy,1252
7361,MEL-OOL,Economy,1479
7368,MEL-OOL,Economy,1442
7375,MEL-OOL,Economy,1654
7382,MEL-OOL,Economy,1432
7389,MEL-OOL,Economy,1635
7396,MEL-OOL,Economy,2812
7403,MEL-OOL,Economy,2419
7410,MEL-OOL,Economy,2134
7417,MEL-OOL,Economy,1871
7424,MEL-OOL,Economy,1429
7431,MEL-OOL,Economy,1465
7438,MEL-OOL,Economy,1416
7445,MEL-OOL,Economy,1485
7452,MEL-OOL,Economy,1455
7459,MEL-OOL,Economy,1525
7466,MEL-OOL,Economy,1413
7473,MEL-OOL,Economy,1743
7480,MEL-OOL,Economy,2020
7487,MEL-OOL,Economy,2482
7494,MEL-OOL,Economy,2563
7501,MEL-OOL,Economy,2281
7508,MEL-OOL,Economy,1767
7515,MEL-OOL,Economy,1792
7522,MEL-OOL,Economy,2085
7529,MEL-OOL,Economy,1848
7536,MEL-OOL,Economy,1570
7543,MEL-OOL,Economy,1971
7550,MEL-OOL,Economy,2306
7557,MEL-OOL,Economy,3369
7564,MEL-OOL,Economy,2621
7571,MEL-OOL,Economy,3714
7578,MEL-OOL,Economy,2863
7585,MEL-OOL,Economy,2007
7592,MEL-OOL,Economy,1769
7599,MEL-OOL,Economy,1919
7606,MEL-OOL,Economy,1734
7613,MEL-OOL,Economy,1712
7620,MEL-OOL,Economy,1772
7627,MEL-OOL,Economy,1601
7634,MEL-OOL,Economy,1586
7641,MEL-OOL,Economy,1795
7648,MEL-OOL,Economy,2810
7655,MEL-OOL,Economy,4287
7662,MEL-OOL,Economy,3964
7669,MEL-OOL,Economy,4353
7676,MEL-OOL,Economy,3690
7683,MEL-OOL,Economy,2954
7690,MEL-OOL,Economy,2489
7697,MEL-OOL,Economy,1679
7704,MEL-OOL,Economy,1645
7711,MEL-OOL,Economy,1482
7718,MEL-OOL,Economy,1371
7725,MEL-OOL,Economy,1558
7732,MEL-OOL,Economy,1469
7739,MEL-OOL,Economy,1226
7746,MEL-OOL,Economy,2286
7753,MEL-OOL,Economy,2004
7760,MEL-OOL,Economy,1894
7767,MEL-OOL,Economy,1819
7774,MEL-OOL,Economy,1984
7781,MEL-OOL,Economy,1645
7788,MEL-OOL,Economy,1507
7795,MEL-OOL,Economy,1449
7802,MEL-OOL,Economy,1343
7809,MEL-OOL,Economy,1262
7816,MEL-OOL,Economy,1706
7823,MEL-OOL,Economy,1655
7830,MEL-OOL,Economy,1538
7837,MEL-OOL,Economy,1641
7844,MEL-OOL,Economy,2448
7851,MEL-OOL,Economy,2463
7858,MEL-OOL,Economy,2718
7865,MEL-OOL,Economy,2119
7872,MEL-OOL,Economy,1911
7879,MEL-OOL,Economy,1745
7886,MEL-OOL,Economy,1929
7893,MEL-OOL,Economy,2215
7900,MEL-OOL,Economy,2249
7907,MEL-OOL,Economy,2483
7914,MEL-OOL,Economy,2359
7921,MEL-OOL,Economy,3352
7928,MEL-OOL,Economy,3243
7935,MEL-OOL,Economy,3374
7942,MEL-OOL,Economy,2446
7949,MEL-OOL,Economy,2344
7956,MEL-OOL,Economy,2231
7963,MEL-OOL,Economy,2242
7970,MEL-OOL,Economy,2124
7977,MEL-OOL,Economy,2269
7984,MEL-OOL,Economy,2137
7991,MEL-OOL,Economy,2238
7998,MEL-OOL,Economy,2284
8005,MEL-OOL,Economy,2159
8012,MEL-OOL,Economy,2742
8019,MEL-OOL,Economy,4850
8026,MEL-OOL,Economy,4520
8033,MEL-OOL,Economy,4570
8040,MEL-OOL,Economy,4407
8047,MEL-OOL,Economy,2611
8054,MEL-OOL,Economy,2191
8061,MEL-OOL,Economy,1850
8068,MEL-OOL,Economy,1878
8075,MEL-OOL,Economy,1836
8082,MEL-OOL,Economy,1593
8089,MEL-OOL,Economy,1587
8096,MEL-OOL,Economy,1826
8103,MEL-OOL,Economy,1463
8110,MEL-OOL,Economy,1962
8117,MEL-OOL,Economy,1444
8124,MEL-OOL,Economy,1856
8131,MEL-OOL,Economy,2053
8138,MEL-OOL,Economy,2300
8145,MEL-OOL,Economy,1531
8152,MEL-OOL,Economy,1567
8159,MEL-OOL,Economy,1363
8166,MEL-OOL,Economy,1367
8173,MEL-OOL,Economy,1548
8180,MEL-OOL,Economy,1822
8187,MEL-OOL,Economy,1657
8194,MEL-OOL,Economy,1412
8201,MEL-OOL,Economy,2088
8208,MEL-OOL,Economy,1838
8215,MEL-OOL,Economy,1791
8222,MEL-OOL,Economy,2276
8229,MEL-OOL,Economy,1970
8236,MEL-OOL,Economy,1643
8243,MEL-OOL,Economy,1845
8250,MEL-OOL,Economy,1730
8257,MEL-OOL,Economy,1713
8264,MEL-OOL,Economy,1819
8271,MEL-OOL,Economy,1685
8278,MEL-OOL,Economy,1829
8285,MEL-OOL,Economy,2211
8292,MEL-OOL,Economy,1693
8299,MEL-OOL,Economy,1684
8306,MEL-OOL,Economy,2039
8313,MEL-OOL,Economy,1598
8320,MEL-OOL,Economy,2199
8327,MEL-OOL,Economy,1662
8334,MEL-OOL,Economy,1681
8341,MEL-OOL,Economy,1759
8348,MEL-OOL,Economy,1592
8355,MEL-OOL,Economy,1701
6381,MEL-OOL,First,76
6388,MEL-OOL,First,65
6395,MEL-OOL,First,53
6402,MEL-OOL,First,82
6409,MEL-OOL,First,62
6416,MEL-OOL,First,88
